id,category,subcategory,question,answer,keywords,audience,source_url,as_of
ASP-365,teaching,game,What is the Vault of Wealth game?,"A lock-box challenge. Four riddles each yield one digit of a four-digit code, and the concepts are budgeting, profit, needs, and growth over time. The answers are six for the letters in BUDGET, four for the profit on a notebook bought at twenty-five and sold at twenty-nine, two for the vowels in NEEDS, and the running total of a sum that grows by one dollar a year.","vault of wealth, lock box, riddles, game, code, warm-up",teacher,internal:aspire-train-the-trainers-2025-10-25,2026-08-22
ASP-366,teaching,game,What is the Market Match-Up Challenge?,"A price-estimation game. Students guess the price of everyday items stocked by local retailers, scoring by how close they come, with a bonus round on the total for a bundle of three. It builds a sense of what things actually cost here, which is what makes comparing value possible later.","market match up, price estimation, game, retailers, value",teacher,internal:aspire-train-the-trainers-2025-10-25,2026-08-22
ASP-367,teaching,game,Why does Market Match-Up use local shop prices?,"Because a price a student can verify on a shelf here teaches value, and a price from somewhere else teaches nothing. The workshop draws its items from named local retailers -- RAMS Nevis, RAMS Trading Cash N Carry at Bird Rock, TDC St. Kitts, Best Buy and COURTS -- so a class can go and check.","local prices, retailers, rams, tdc, courts, best buy, nevis, bird rock, value",teacher,internal:aspire-train-the-trainers-2025-10-25,2026-08-22
ASP-368,teaching,limits,Are the primary lesson plan guides finished?,"No. The Infant Department guides presented at the Train the Trainers workshop are drafts, described there as proposed lesson guide ideas and a proposed format. Plan around them as drafts, and check with the ASPIRE team before building a term's scheme on them.","lesson plans, draft, guides, k-2, status, finished",teacher,internal:aspire-train-the-trainers-2025-10-25,2026-08-22
ASP-369,teaching,limits,Is the ASPIRE teaching material aligned to CSEC?,"No. ASPIRE is not a scheme of work and it is not aligned to CSEC. Individual modules support subjects such as Principles of Business, but supporting a unit is not the same as covering it, and the material should not be presented to a department as though it were.","csec, alignment, scheme of work, curriculum, syllabus",teacher,internal:aspire-train-the-trainers-2025-10-25,2026-08-22
ASP-370,teaching,training,Is there training for teachers?,"Yes. ASPIRE ran a Train the Trainers workshop for teachers on financial education on 25 October 2025, covering learning styles, the EAT approach, the draft Infant Department lesson guides and two classroom games. Ask the ASPIRE team about further sessions.","training, workshop, train the trainers, professional development, teachers",teacher,internal:aspire-train-the-trainers-2025-10-25,2026-08-22
ASP-371,programme,desk,What do I tell my class ASPIRE is?,"ASPIRE is the Government of Saint Kitts and Nevis programme that opens two accounts for every eligible child aged 5 to 18 who is a citizen and enrolled in school in the Federation: EC$500 in savings and EC$500 invested. It was announced by Prime Minister Dr. Terrance Drew at the Independence 41 National Youth Rally in September 2024 and established in law by the ASPIRE Act, 2024. For a class, the useful line is that the money is already theirs and they did nothing to earn it -- the work is learning what to do with it.","what is aspire, explain to class, tell my students, introduce aspire",teacher,https://aspire.gov.kn/,2026-08-23
ASP-372,programme,desk,"A child asked why she got EC$500 when her brother got EC$1,000. What do I say?","She got EC$1,000 too. Every eligible child receives the same: EC$500 into a savings account and EC$500 into an investment account. If she is seeing one figure she is most likely seeing the savings half, which is the one with a visible balance. The ASPIRE Act, 2024 mandates equal seed capital for every registered eligible child without discrimination, so no child receives more than another.","500 or 1000, why less, equal, seed, split, savings half",teacher,https://aspire.gov.kn/#faqs,2026-08-23
ASP-373,programme,desk,Can I check a student's ASPIRE balance?,"No, and you should not have to. A specific child's balance or account status is between their family and the St. Kitts-Nevis-Anguilla National Bank, which holds participant accounts. Participants receive quarterly statements. Give the child the published rule if they ask a general question, and send anything about their own account to their parent or guardian, aspire.gov.kn, or a National Bank branch.","check balance, student account, look up, statement, privacy",teacher,https://aspire.gov.kn/,2026-08-23
ASP-374,programme,desk,A student in my class says they do not have an ASPIRE account. What should I do?,"Find out gently whether they have not been registered rather than not being eligible -- the two look the same to a child. Eligibility is citizenship of Saint Kitts and Nevis, age 5 to 18, and enrolment in school in the Federation or registration as home schooled with the Ministry of Education. Registration is free and open on a rolling basis from a child's fifth birthday. A parent or guardian can register at aspire.gov.kn or a branch, and from age 12 a young person can register themselves. The ASPIRE team also visits schools during the school year and runs sign-up drives.","no account, not registered, missing, left out, sign up, enrol",teacher,https://aspire.gov.kn/,2026-08-23
ASP-375,programme,desk,My students want to know when they can get the money. What is the rule?,"A minimum of five years in the programme, or until they turn 18, whichever comes later. A child who joins at 6 stays until 18. A young person who joins at 15 stays until 20. Until then the money stays where it is and keeps growing, including anything they add themselves -- voluntary deposits are released with everything else on completion, not before.","when can they get it, withdraw, completion, five years, until 18",teacher,https://aspire.gov.kn/,2026-08-23
ASP-376,programme,desk,What do I say about the investment half without overstating it?,"That it is invested rather than saved, and that the difference matters. ASPIRE invests in established, local government-owned entities and reinvests dividends for steady long-term growth, and participants get quarterly statements. Say plainly that as with any investment values can change. Do not describe a return as promised. A savings rate is published and has a floor; an investment return is not promised at all, and that contrast is itself the lesson.","investment half, risk, returns, dividends, can it lose value",teacher,https://aspire.gov.kn/,2026-08-23
ASP-377,programme,desk,Does ASPIRE cost a family anything?,"No. Registration is free and the seed contribution is provided by the Government of Saint Kitts and Nevis at no cost to the family. For specific banking terms or fees on the account itself, the family should confirm with the St. Kitts-Nevis-Anguilla National Bank or at aspire.gov.kn.","cost, free, fee, pay, family, charge",teacher,https://aspire.gov.kn/,2026-08-23
ASP-378,programme,desk,Can my older students register themselves?,"Yes, from age 12. A participant aged 12 or over can register for their own account at aspire.gov.kn or at a branch. Below that a parent or guardian registers for them. This is worth saying out loud to a Form 1 or Form 2 class -- most of them are eligible to do it themselves and many will not know.","self register, age 12, own account, form 1, form 2, secondary",teacher,https://aspire.gov.kn/,2026-08-23
